domain,has_https,domain_age_years,ssl_valid,ssl_issuer,redirect_count,page_load_time_sec,server_location,server_response_code,ads_density_score,external_links_count,social_media_presence,contact_info_available,privacy_policy_exists,terms_of_service_exists,whois_privacy_enabled,domain_registrar,content_update_frequency,mobile_responsive,security_headers_score,tls_version,certificate_type,hosting_type,cdn_used,javascript_obfuscation_score,popups_present,malware_flag_score,domain_age_bucket
neonnettle.com,True,8,False,GeoTrust,3,3.0,Canada,200,0.38,57,medium,False,True,False,True,Namecheap,weekly,False,57,TLS1.3,DV,shared,no,51,yes,5,new
cam.ac.uk,True,63,True,InCommon,1,0.9,France,200,0.02,47,high,True,True,True,False,MarkMonitor,daily,True,94,TLS1.3,OV,enterprise,yes,10,no,0,established
beforeitsnews.com,True,22,False,GeoTrust,1,4.5,Russia,200,0.92,148,medium,False,True,False,True,GoDaddy,weekly,True,43,TLS1.2,DV,cloud,yes,77,yes,6,growing
harvard.edu,True,8,True,DigiCert,0,1.4,Germany,200,0.02,39,high,True,True,True,False,CSC Corporate,daily,True,94,TLS1.3,EV,enterprise,yes,14,no,0,new
nytimes.com,True,134,True,DigiCert,0,1.0,Canada,200,0.34,46,high,True,False,True,True,Network Solutions,hourly,False,96,TLS1.3,DV,cloud,yes,9,no,0,legacy
wakingtimes.com,True,22,True,GeoTrust,1,3.6,USA,200,0.96,176,low,False,False,True,True,GoDaddy,daily,False,30,TLS1.2,none,shared,no,56,no,40,growing
nypost.com,False,10,False,none,4,1.5,Offshore,200,0.63,122,low,False,False,False,False,GoDaddy,irregular,False,50,none,DV,shared,no,66,no,56,new
mit.edu,True,184,True,Amazon,0,1.8,USA,200,0.08,54,medium,True,False,True,False,CSC Corporate,daily,True,96,TLS1.3,EV,cloud,yes,10,no,0,legacy
davidwolfe.com,False,18,False,none,3,2.2,Offshore,200,0.87,183,medium,False,False,False,True,eNom,irregular,True,79,TLS1.2,self_signed,shared,no,71,yes,75,growing
wakingtimes.com,True,19,False,Let's Encrypt,1,1.5,Offshore,200,0.5,105,low,False,False,False,True,GoDaddy,weekly,False,30,TLS1.2,none,shared,no,79,yes,89,growing
davidwolfe.com,False,1,False,none,2,3.2,Offshore,200,0.47,136,medium,False,False,True,False,Unknown,daily,True,41,TLS1.2,none,shared,yes,59,no,11,new
beforeitsnews.com,False,17,False,none,4,3.2,UK,200,0.65,132,low,False,True,True,True,GoDaddy,weekly,False,19,TLS1.3,none,shared,no,84,yes,4,growing
nypost.com,True,14,True,GeoTrust,1,2.3,USA,200,0.89,141,medium,True,False,False,True,GoDaddy,irregular,True,35,TLS1.1,DV,cloud,yes,87,yes,30,growing
thedailysheeple.com,True,37,True,Let's Encrypt,0,5.5,Russia,200,0.99,145,low,False,True,True,True,eNom,weekly,True,9,TLS1.1,DV,cloud,no,67,yes,63,established
cnn.com,True,155,True,Amazon,0,2.1,UK,200,0.32,59,high,True,True,True,False,MarkMonitor,hourly,True,83,TLS1.3,OV,cloud,yes,18,no,0,legacy
ft.com,True,67,True,DigiCert,0,1.3,UK,200,0.35,22,high,True,True,True,False,MarkMonitor,daily,True,90,TLS1.2,OV,cloud,yes,13,no,0,established
dailybuzzlive.com,False,3,False,none,3,4.4,Offshore,200,0.33,143,medium,False,False,True,True,GoDaddy,weekly,False,54,TLS1.2,DV,shared,yes,60,yes,40,new
ox.ac.uk,True,46,True,InCommon,0,0.9,Canada,200,0.17,30,medium,True,True,True,False,Verisign,hourly,True,88,TLS1.3,OV,cloud,yes,11,no,0,established
bipartisanreport.com,True,6,False,none,1,4.4,Offshore,200,0.99,109,low,False,True,False,True,GoDaddy,daily,True,25,TLS1.0,none,offshore,no,39,yes,88,new
davidwolfe.com,True,23,True,Cloudflare,4,4.2,Offshore,200,0.76,94,medium,False,False,False,True,Namecheap,weekly,True,46,TLS1.2,DV,cloud,no,45,yes,95,growing
bipartisanreport.com,False,4,False,none,0,8.0,Offshore,200,0.86,128,low,False,False,True,True,Namecheap,weekly,False,46,TLS1.0,OV,offshore,no,82,yes,15,new
mayo.edu,True,31,True,DigiCert,0,0.9,UK,200,0.11,39,high,True,True,True,False,CSC Corporate,hourly,True,99,TLS1.3,OV,cloud,no,19,no,0,established
conservativetribune.com,False,12,False,none,4,5.7,Offshore,200,0.42,130,medium,False,True,False,False,OVH,daily,False,49,TLS1.1,self_signed,cloud,no,48,yes,0,growing
cdc.gov,True,103,True,Let's Encrypt,0,1.3,Germany,200,0.08,34,high,True,True,True,False,MarkMonitor,hourly,True,84,TLS1.3,EV,cloud,no,3,no,0,legacy
bipartisanreport.com,True,18,False,Cloudflare,3,7.2,Offshore,200,0.99,142,medium,True,False,False,True,Namecheap,irregular,False,10,TLS1.2,DV,cloud,no,93,yes,23,growing
nypost.com,True,50,True,Cloudflare,2,4.7,USA,200,0.67,81,medium,True,False,False,True,eNom,irregular,True,40,TLS1.2,DV,shared,no,82,yes,0,established
dailybuzzlive.com,True,1,False,Cloudflare,1,2.4,Offshore,200,0.31,214,low,False,True,False,True,Namecheap,irregular,False,35,TLS1.2,none,cloud,no,96,yes,0,new
naturalnews.com,True,8,False,Cloudflare,0,5.4,Offshore,200,0.82,216,low,True,False,False,True,eNom,irregular,False,35,TLS1.3,none,cloud,no,52,yes,64,new
thedailysheeple.com,False,56,False,none,2,5.2,UK,200,0.82,154,medium,False,True,False,True,Unknown,weekly,True,55,TLS1.2,self_signed,offshore,yes,77,yes,0,established
reuters.com,True,144,True,Amazon,1,1.6,UK,200,0.07,64,high,True,True,True,False,CSC Corporate,daily,True,92,TLS1.3,EV,cloud,yes,13,no,0,legacy
globalresearch.ca,True,45,True,Cloudflare,3,4.5,Offshore,200,0.47,142,medium,False,True,True,True,GoDaddy,weekly,False,67,TLS1.3,DV,cloud,yes,42,yes,24,established
naturalnews.com,True,14,False,Let's Encrypt,1,3.5,USA,200,0.41,204,low,True,False,False,True,eNom,irregular,False,63,TLS1.1,self_signed,shared,no,92,no,59,growing
dailybuzzlive.com,False,7,False,none,1,5.6,Offshore,200,0.53,219,medium,False,True,False,True,Unknown,daily,False,37,TLS1.1,DV,offshore,no,92,yes,52,new
npr.org,True,97,True,GlobalSign,0,1.2,Switzerland,200,0.25,17,high,True,True,True,False,MarkMonitor,daily,True,95,TLS1.2,DV,cloud,yes,14,no,0,established
thedailysheeple.com,True,3,True,Let's Encrypt,1,3.6,Offshore,200,0.54,129,low,False,False,False,True,eNom,weekly,False,22,none,self_signed,cloud,yes,32,yes,51,new
neonnettle.com,True,56,True,self-signed,3,6.7,Canada,200,0.85,216,none,False,True,False,True,GoDaddy,irregular,True,40,none,DV,cloud,no,57,yes,65,established
yournewswire.com,False,5,False,none,0,1.5,Russia,200,0.99,100,none,False,False,False,True,GoDaddy,irregular,True,14,TLS1.0,DV,shared,no,47,no,18,new
newspunch.com,True,20,True,Cloudflare,5,6.0,Offshore,200,0.75,145,low,False,False,False,True,GoDaddy,irregular,False,31,TLS1.2,DV,cloud,no,56,yes,1,growing
globalresearch.ca,False,31,False,none,5,5.7,USA,200,0.98,44,none,True,False,False,True,Namecheap,weekly,False,10,TLS1.2,DV,cloud,no,22,no,65,established
infowars.com,False,3,False,none,3,4.2,USA,200,0.97,181,low,False,False,True,True,GoDaddy,weekly,False,42,TLS1.0,self_signed,offshore,no,29,no,66,new
britannica.com,True,70,True,Let's Encrypt,1,1.7,USA,200,0.02,37,high,True,True,True,True,GoDaddy,hourly,True,92,TLS1.3,EV,cloud,yes,6,no,0,established
reuters.com,True,122,True,Amazon,0,1.5,Switzerland,200,0.05,19,high,True,True,True,False,MarkMonitor,weekly,True,88,TLS1.3,OV,cloud,yes,11,no,0,legacy
yournewswire.com,True,3,True,GeoTrust,4,7.3,USA,200,0.81,112,medium,True,True,True,True,GoDaddy,irregular,False,24,TLS1.2,self_signed,offshore,yes,91,no,21,new
cdc.gov,True,54,True,Let's Encrypt,0,0.9,USA,200,0.36,51,high,True,True,True,False,GoDaddy,hourly,True,82,TLS1.2,OV,cloud,yes,4,no,0,established
rt.com,False,16,False,none,0,6.5,Canada,200,0.5,144,low,False,True,True,True,Unknown,daily,True,20,TLS1.2,DV,shared,no,31,yes,52,growing
reuters.com,True,42,True,Amazon,1,1.3,Canada,200,0.48,31,medium,True,True,True,True,Verisign,daily,True,89,TLS1.3,OV,enterprise,yes,15,yes,0,established
occupydemocrats.com,False,16,False,none,2,1.5,UK,200,0.69,81,low,False,False,False,False,Namecheap,irregular,False,30,TLS1.2,self_signed,cloud,yes,45,yes,10,growing
dailywire.com,False,2,False,none,3,3.7,USA,200,0.5,73,none,False,True,False,True,GoDaddy,weekly,False,8,TLS1.2,DV,shared,no,78,no,0,new
bbc.com.co,False,11,False,none,4,4.5,UK,200,0.87,43,none,False,True,False,False,GoDaddy,weekly,False,24,TLS1.0,DV,shared,no,32,yes,22,growing
occupydemocrats.com,True,23,True,Let's Encrypt,5,5.6,Russia,200,0.93,194,none,False,True,False,True,GoDaddy,daily,False,18,TLS1.2,none,offshore,no,71,no,88,growing
fda.gov,True,167,True,Amazon,0,1.6,USA,200,0.34,68,high,True,True,True,True,CSC Corporate,weekly,True,97,TLS1.3,OV,enterprise,yes,10,no,0,legacy
davidwolfe.com,False,20,False,none,2,7.0,Offshore,200,0.76,211,medium,False,True,False,True,GoDaddy,irregular,True,60,TLS1.1,self_signed,shared,no,66,yes,0,growing
yournewswire.com,True,7,False,Let's Encrypt,2,6.2,UK,200,0.5,196,medium,False,False,False,True,Unknown,weekly,True,12,TLS1.2,DV,shared,no,71,no,5,new
ox.ac.uk,True,116,True,Amazon,1,1.0,UK,200,0.28,63,high,False,True,True,False,CSC Corporate,daily,True,93,TLS1.2,OV,cloud,yes,6,no,0,legacy
cdc.gov,True,64,True,DigiCert,0,0.9,Switzerland,200,0.03,32,high,True,True,True,False,MarkMonitor,daily,True,84,TLS1.3,OV,cloud,yes,8,no,0,established
sciencemag.org,True,185,True,GlobalSign,2,1.7,Canada,200,0.03,65,high,True,True,True,True,MarkMonitor,hourly,True,85,TLS1.3,DV,enterprise,no,19,no,0,legacy
wakingtimes.com,True,21,True,Cloudflare,2,3.0,Offshore,200,0.99,115,none,False,True,False,False,GoDaddy,daily,False,28,TLS1.2,self_signed,cloud,yes,88,yes,21,growing
harvard.edu,True,71,True,DigiCert,0,1.7,UK,200,0.26,31,high,False,True,True,False,MarkMonitor,daily,False,97,TLS1.3,DV,enterprise,yes,14,no,0,established
neonnettle.com,True,12,True,self-signed,2,1.5,Offshore,200,0.99,83,medium,False,False,True,True,GoDaddy,daily,True,40,TLS1.2,DV,offshore,no,56,yes,12,growing
mercola.com,True,25,True,Let's Encrypt,4,3.7,USA,200,0.38,218,low,False,False,False,True,GoDaddy,daily,True,13,TLS1.2,DV,shared,no,32,yes,62,growing
conservativetribune.com,False,21,False,none,1,3.7,Russia,200,0.46,209,low,False,True,False,True,eNom,irregular,False,65,none,DV,offshore,no,42,no,79,growing
nytimes.com,True,12,True,GlobalSign,0,1.6,France,200,0.35,28,medium,True,True,True,False,GoDaddy,daily,True,91,TLS1.3,EV,enterprise,yes,7,no,0,growing
nasa.gov,True,119,True,GlobalSign,1,2.1,USA,200,0.07,27,high,True,True,True,True,GoDaddy,hourly,False,90,TLS1.3,OV,cloud,yes,6,no,0,legacy
harvard.edu,True,77,True,InCommon,0,2.2,France,200,0.4,30,high,True,True,True,False,Verisign,weekly,True,88,TLS1.3,OV,enterprise,yes,12,no,0,established
conservativetribune.com,True,42,True,none,0,9.0,Offshore,200,0.95,44,low,False,True,False,False,GoDaddy,irregular,False,70,none,DV,cloud,no,28,yes,45,established
rt.com,True,1,False,Let's Encrypt,1,5.0,Offshore,200,0.95,93,medium,False,False,False,True,OVH,irregular,True,30,TLS1.2,DV,cloud,no,52,yes,65,new
economist.com,True,19,True,Amazon,0,1.5,Switzerland,200,0.38,52,high,True,True,True,False,GoDaddy,hourly,True,99,TLS1.3,OV,cloud,no,6,no,0,growing
bloomberg.com,True,117,True,DigiCert,0,1.2,UK,200,0.07,46,high,True,True,True,False,GoDaddy,hourly,True,98,TLS1.3,OV,enterprise,no,12,no,0,legacy
